 The table setting for Seoul Garden: the soup pot in the middle for boiling food, and a hotplate around it for frying.,0
 yes, she is sitting in a soup pot,7
 beginning stages of a corn soup - corn and onions saute-ing in the soup pot before the chicken stock goes in,9
 beginning stages of a corn soup - corn and onions saute-ing in the soup pot before the chicken stock goes in,9
 Getting some hand-dipped icecream on the way up to my lake house over Memorial Day weekend.,0
 I made these cupcakes for a Halloween party  last year. Love the orange and black sprinkles against the green icing!,3
 cuppa soup in a plastic bowl -  sustainance of kings! Richard staring mournfully at reconstituted carrot.,2
 Testing my camera-phone-to-flickr on a bowl of instant udon soup. Soup by Annie Chun (instant add water and mix!),0
 Grouper ball rice noodle in fish soup,7
 The flavor is &amp;quot;Oshiruko&amp;quot;, a sweet red bean soup with a rice cake floating in the middle.,5
 Extremely zesty orange and poppyseed cupcakes that leaves your tongue tingling.Made with oranges from tree in the backyard.,3
 yep, i made these. cupcakes in a pink box + cute wooden cut outs = pretty!,0
 page 2 of a paper about cupcakes i accidentally grabbed in the library about cupcakes...or the death penalty,5
 page 2 of a paper about cupcakes i accidentally grabbed in the library about cupcakes...or the death penalty,5
 chicken noodle soup and carrots in pot,7
 Spicy pig blood soup at night market in Taipei, Taiwan,7
 A warm basket of brown and white ryes. Mmm. We ate them with butter and dipped in our soup.,0
 Noodles in soup with chicken and green lettuce.,7
 The cake surrounded by cupcakes and a high heel shoe cake cutter.,7
 a lamp focused in a bowl of very spicy soup.,7
 turtle fish soup on river cruise in guilin,7
 Large cupcakes in clear plastic box...the box is so sweet, love this too :),3
 thick mushroom soup in the black bread bowl,7
 A Spongebob white cake surrounded by 10 cupcakes showinf some of the characters from the show,0
 chicken breasts baked in marinade; the stock bubbles away on one burner, and the soup base gurgles on the other,0
 in case you were wondering how much cake flour you need for 200 red velvet cupcakes,3
 Keep in mind that for scale, that coffee cup is one of those extra huge soup bowl sized mugs...,0
 ....part of the red bridge accross the pond around the Richmond Speedskating Oval...happy joyous Sunday!...off to make cupcakes at Crumsby's!!,0
 Day 3's lunch: Yang chuen noodle in cilantro soup (+ bok choy + fish ball + Chinese dumplings) by ME!,0
 Mini cupcakes with flower design. Suitable for hantaran/gift - in clear box with organza ribbon.Pls email aimishaz@yahoo.com for inquiries! :),0
 Mini cupcakes in clear box again,7
 Let's Eat Together, Yau Ma Tei, Kowloon, Hong KongWide, fettucine-like pumpkin noodles with chicken and black mushrooms in soup.,0
 If you boil the water you end up with a nice turtle soup in the Curacao Zoo.30.07.2005,0
 tire cupcakes in the window box,4
 Classic yellow cake cupcakes with  pink and brown sparkles, sprinkles, dots and swirls. for the girly-girl in all of us!,7
 Cupcake tower with 55 regular sized vanilla cupcakes in black cases.Decorated with vanilla buttercream, and topped alternating silver and black stars and &amp;quot;21&amp;quot;.,1
 Cup of soup on glass plate at event in Sydney.,6
 my god-daughters birthday cake - she wanted a giant cupcake surround by little cupcakes all pink and sparkly,0
 mini chocolate cake surrounded by cupcakes, perched in a puddle of ganache.  Kinda resembles a bear paw.,0
 Made in planet cake cupcakes book lauch, Had lots of fun!,4
 A girl eating hot soup while a boy skates in Jubilee Gardens.,8
 View from my kitchen window.  The large soup pot is drying in the foreground--I made pasta in it yesterday.,0
 first time in life i tried the 100% genuine saito fish ball soup from Alward, hand-made in progress...ho cheak !,0
 Made in planet cake cupcakes book lauch, Had lots of fun!,4
 dog cupcakes made by our friends Bill and Marissa - for human consumption, just in the shape of furry friends,0
 Mesquite chicken with potato chunks and broccolli &amp;amp; veggies under salsa, and side cup of chicken soup.,4
 Lone fish cake roll in clear soup,7
 Mossy's Masterpiece - Matching shoe & bag cupcake box - Karratha cakes & cupcakes made locally by Mossy,9
 The beautiful princess' castle cake made by Nana and Gramma complete with princess cupcakes,9
 different animal cupcakes along with the humpty dumpty cake by armi &amp;amp; roselle! banana choc chip cupcakes with butter icing.,4
 different animal cupcakes along with the humpty dumpty cake by armi &amp;amp; roselle! banana choc chip cupcakes with butter icing.,4
 I don't know if it has sonar , otherwise how does it find fish in the green soup,0
 Classic yellow cake cupcakes with  pink and brown sparkles, sprinkles, dots and swirls. for the girly-girl in all of us!,7
 The first homemade dish eaten after my arrival in Texas, along with a big bowl of matzoh ball soup,0
 I loved that chicken and coconut soup and the way they decorate the plates with hand cut vegetables in flower shapes!,5
 Course 6: Octupus with dill on the fork, green garbanzo and garlic soup with mint foam in the bowl,4
 Brownies cupcakes with white n blue buttercream, decorated with roses n butterflies...supposedly for a wedding in Feb.,9
 beef ball &amp;amp; fish ball noodle in soup (garden cafe in alhambra),3
 Wedding dress mini cake design and coordinating cupcakes in wedding party colors.,6
 Cooking bean with bacon soup on the stove in my red dutch oven.,7
 My elder boy turned five.  And insisted we frost the cupcakes in orange and green.,3
 chicken and orzo soup, artisan break and beach bum colada cupcake with AWESOME lime curd in the middle!,1
 This lobster soup was served in a piece of stiff white paper in a fancy bowl. There's a lobster tail under that lobster head.,0
 Mossy's Masterpiece - Awhina's super girl cake & cupcakes - Karratha cakes & cupcakes made locally by Mossy,9
 Mossy's Masterpiece - Awhina's super girl cake & cupcakes - Karratha cakes & cupcakes made locally by Mossy,9
 White fish cake (with seaweed and edamame and carrots), in a mushroom and chrysanthenum soup, topped with citrus pepper paste,6
 cupcakes for boys and girls in blue and pink,7
 We had chicken soup, barbecue, marinara pasta made by mom! And lola's cake and ice cream from lolita. Yummy!,0
 cupcakes in a vase, cupcakes decorated like roses to look like a bouquet of flower,9
 cupcakes in a vase, cupcakes decorated like roses to look like a bouquet of flower,9
 ...use a real free land chicken in a &amp;quot;Meissen Blue Onion&amp;quot; soup plate on a white tablecloth.,5
 Vanilla cake with colored layers in white, orange and yellow topped with SMBCHalloween cupcake order for 5 doz cupcakes,7
 and celery in the blue bag - the offcuts went into the soup yesterday,2
 Pretty typical cream soup at some strange Haitian-themed restaurant in an office building in the Shiodome area.,9
 soup in black & white,7
 no, not a fly in my soup, just a tree in the road. this tree is the one covering the red truck.,0
 Fish head in my soup with VERY white eye ball that kept falling out.,0
 Digging into the birthday cake (cupcakes in ice cream cones).Notice the great backyardigans coloring book from Tony,0
 This goes in a big bowl of chicken soup.,1
 I shook the liquid soup bottle that was in my bathroom and that is what it looked like.,9
 Bought a bunch for making soup - had a bit left standing in a little pot of water.............,9
 12 cupcakes in the shape of a flower with pink butterflys complete this flower cupcake birthday cake,7
 These are the people who helped with the Saturday barbecue at the soup kitchen at the Holy Cross formation house in Santiago.,0
 Chocolate Christmas tree cupcakes with a peppermint cream star covered in gold and red glitter.,9
 weekend specials: vegetarian Italian wedding soup, Viet salad, burritos, rice ball in Matcha green tea broth..,7
 sugar free black raspberry and dark chocolate icecream bar by Blue Bunny. they're good. but they've got rules.,1
 Tomato soup in my green bowl,1
 weekend specials: vegetarian Italian wedding soup, Viet salad, burritos, rice ball in Matcha green tea broth..,7
 Tiny cupcakes made by my fantastic husband...  white cake with whipped strawberry icing.,8
 this girl was in the battle with the chicken noodle soup dance,8
 Inspired by Anne @ the pink cake box!Order for a high school graduate, +36 cupcakes and 24 cookies,1
 kimchi, nasty version of &amp;quot;spaghetti&amp;quot; ..good soft squid mixed in red hot sauce, chicken and other things soup, rice,4
 cupcakes charmingly presented in a cardboard fruit packing box :0),7
 pretty flower cupcakes above the seasame street ones,2
 Green tea icecream and mixed fruit bowl at the pan-asian restaurant in Ankara,5
 This fish soup had beef and chicken in it! It was very nice, though. 14/06/2006,3
 for our first breakfast in Saigon we had duck noodle soup from a street vendor... DE-licious!,1
 baby in the bath tub baby shower cupcakes,7
 Orange soup in blue soup bowl,7
 Orange soup in blue soup bowl,7
 orange flower water cupcakes with cardamom - viewed from above,7
 Classic yellow cake cupcakes with  pink and brown sparkles, sprinkles, dots and swirls. for the girly-girl in all of us!,7
 Sauteed veggies in fillo dough, fruit salad, green salad with bibb lettuce. Oh: and black bean soup.,1
 Vanilla cupcakes baked in silver foil cases and topped with pale green fondant icing, finished with flower daisies.,1
 Raspberry white choc and white choc mud cupcakes with silver cachous, and fresh flower topper (provided by bride),6
 We had a little farewell party with a cake and cupcakes for one of my colleagues in the office today.,3
 Simple vanilla cupcakes with vanilla buttercream and pink mimosas, presented in butterfly baskets,1
 Chocolate mudcake and orange cake covered in fondant icing with matching vanilla cupcakes.,9
 Clam, seafood and chicken soup in a tea pot with sea food stock to drink in the tea cup!,0
 I have a cold today. This is my reflection in the pot while I'm heating up some chicken soup.,0
 home cooked meal by adrians sister...fish soup, dagalos, rice, duck and grilled fish,3
 Lemon Meringue cupcakes baked in white foil baking cups wrapped with bird theme cupcake wrappers.,0
 Provencal fish soup in the fish like bowl,7
 only when made by an pole you can call it chicken soup,9
 Part of the pooh bear cupcake towerCupcakes have been inspired by the gorgeous Kylie Lambert beauiful garden and butterfly cupcakes.,4
 These cupcakes accompanied a road sign birthday cake and were made for my older sons' fifth birthday in February 2009.,9
 Die cast car lledo made in england Campbell's soup truck 1997,9
 These cute cupcakes with the fireman hat picks were in 4 flavors Strawberry, Lemon, Chocolate, and Funfetti.,0
 Cupcake tower with 55 regular sized vanilla cupcakes in black cases.Decorated with vanilla buttercream, and topped alternating silver and black stars and &amp;quot;21&amp;quot;.,1
 A bowl of miso soup full of udon noodles and tofu, with a glass mug of green tea in the background.,0
 These colorful candies are made out of fish and melt in your soup!,9
 topsy turvy cake inspired by book by lindy smith. + cupcakes inspired by gingerbread house,0
 i recommend buyng the icecream in a plastic cup before boarding,0
 Extremely zesty orange and poppyseed cupcakes that leaves your tongue tingling.Made with oranges from tree in the backyard.,3
 8 in beach cake plus cupcakes,7
 page 1 of a paper about cupcakes i accidentally grabbed in the library about cupcakes...or the death penalty,5
 page 1 of a paper about cupcakes i accidentally grabbed in the library about cupcakes...or the death penalty,5
 JJ's homemade potato soup!  It was in the crock pot all day and made the house smell wonderful!,9
 Granddad in back, our older son - father, birthday girl and brother eating pizza before cupcakes,0
 Fish ball and minced pork in large bowl of soup,7
 soup in a dog bowl,7
 Mini cupcakes in clear box,7
 cat in the hat dr seuss cupcakes,9
 Rice and red beans in the banana leaf and soup with 'high fiber fruits, vegetables and yellow vine',3
 Neat stained glass window in the Steak &amp;amp; Ale in Birmingham.  They have wonderful French onion soup.,0
 Dragan, Roger, Gaynor had fresh chicken soup at the the market in downtown Cuzco. Highly recommended!,0
 Hi hat cupcakes - red velvet cupcake with green italian meringue dipped in semi-sweet chocolate.Halloween cupcake order for 5 doz cupcakes,7
 Hi hat cupcakes - red velvet cupcake with green italian meringue dipped in semi-sweet chocolate.Halloween cupcake order for 5 doz cupcakes,7
 Lavender infused cupcakes. Lit by the setting sunlight, diffused by a thin white curtain, through my kitchen window.,3
 Catching up again.Cooking in summady's kitchen in Melbourne.  It was a cross between beef stew and tomatoe soup. lol,9
 An illustration I did with boys in fancy dress standing on top of cupcakes,8
  penguins in icecream bowl ice cream composing penguin fantasy imagination cold sky,9
 christmas 2009 in the kitchen while we were making cupcakes with her new girl gourmet cupcake maker,1
 Brownies cupcakes with white n blue buttercream, decorated with roses n butterflies...supposedly for a wedding in Feb.,9
 a set of chicken rice cooked by me. The soup - plenty of white cabbage, fish balls, and button mushrooms.,6
 A girl in sailor striped mini dress with her friend has bought an icecream,4
 cat in the hat cupcakes,7
 reflection in icecream van mirror of St Peter's Basilica,9
 Made at home in a D.O. and moved to a crock pot for the office crowd (soup day).Ingredients:BaconOnionGarlicPepperCeleryChicken BrothHam HocksBeans,1
 Chicken over rice &amp;amp; fish ball soup,7
 fish in the middle of rice deep fried ball thing in soup,6
 I made these cupcakes for a Halloween party  last year. Love the orange and black sprinkles against the green icing!,3
 tientsin cabbage braised in a superior soup with crab roe and white flower crab meat,3
  blue and brown wedding shower cupcakes, with handmade gumpaste flowers and leaves, in luscious lemon, brown butter pecan and pumpkin,0
 sautee the seaweed with garlic and crumble in ground beef, as the base for soup.,0
 Mini cupcakes topped with marshmallow fondant swirl Christmas trees in pink and white,4
 simple cupcakes with pink, black and white decoration, in lace paper wrappersEvent: Lauryn's 4th Birthday!,4
 Ramen in Kuro soup base topped with beansprouts, fish cake, green onions, and kimchi.,3
 chicken with carrots, onions, red peppers, and garlic left over from starting a vegetable soup.,7
 A toy boat in a bowl of noodle soup blowing smoke. The view from a porthole.,2
 The vegetarian soup is in the green pot, because it's green.  Therefore, in the silver pot is meaty soup, because it's silver.,3
 The vegetarian soup is in the green pot, because it's green.  Therefore, in the silver pot is meaty soup, because it's silver.,3
 20 cupcakes covered in white buttercream icing make up this cupcake cake decorated like a baseball,9
 My first proper meal in Singapore, fish ball soup with sugar cane juice at a local hawker centre!,0
 Camp chef specializing in oatmeal, everything but the kitchen sink soup and garbage bag salad!,0
 Big bowl deal; of fish, onion, mushroom and black pepper in egg noodles in soup at the Coventry Noodle Bar,7
 the la sal mountains off in the distance, in the fore ground are &amp;quot;soup bowls&amp;quot; in sand stone with lichen of various color,0
 Boiled shredded chicken in a white gravy with dumpling. Like a more hearty chicken noodle soup.,8
 Hearty pieces of minced fish and pork stuffed into eggplant, red chilli, fried tofu and bittergourd simmered in chicken soup.,0
 Vanilla cake with rich chocolate truffle frosted cupcakes and a white chocolate cameo dusted in pearl - romaaaaaaance, darling!,0
 Pretty pink flower cupcakes in full glittery bloom!,1
 Curry NoodlesChinese egg noodles + rice noodles in curry soup base with vegetables, cuttlefish, pig's blood cake,0
 cat in the hat cupcakes 2,7
 Perhaps the most delicious fish ball soup you can find in all of Taiwan.,1
 The fish in the soup you see was alive about one minute before he reached the table,0
 making crayon cupcakes: de-labeled broken crayons in green bowl,2
 I had my chicken soup in that bowl first, so it's looking a little greasy....,7
 The classiest wedding cake ever.Note that there are only white cupcakes present, the colored ones were segregated in the kitchen.,0
 flying object over the soup table,7
 Close-up.A bit strange how the water from the soup gets suched up in the rice leaving the green borccoli stuff unevenly distributed.,0
 The market house in annapolis, eating some soup while sketching with emily. Down town annapolis is full of life.,4
 noodle soup in white plate over the black background,7
 fish ball noodle soup.  dish we often ad in singapore,1
 This is the bowl of soup Angeline found a chicken foot in while in Ecuador.  Maybe talon is the correct term,0
 Gale and I having hot ,home made chicken soup on a side street in Charlevoix,9
 chocolate mud cupcakes iced with red and black fondant in an attempt to look like a ladybird/lady bug.,5
 wedding cupcakes vanilla sponge in silver foil cases with white vanilla frosting, butterflies, glitter and silver dagrees,2
 tom yam fish soup cooked in pot,7
 Bird eating tomato soup in the kitchen with Sylvia,7
 Jeremy next to a cave. The small icecream box in the middle has a guest book you can sign!,3
 Final ingredients for the soup: cooked chicken breast, cilantro, lime zest, cornmeal dissolved in water,8
 During the show at the soup kitchen - Tony in the blue hat,2
 My granddaughter Charlotte '4' eating a much enjoyed '99' icecream at the beach in Seapalling, Norfolk,3
 Simple yellow cake with buttercream cupcakes for a dear friend in a nursing home.,5
 A cup full of yellow split peas and red lentils, all ready to go in the soup!,5
 soup near a dog on a box,7
 inspired by pink cake boxchocolate cake with buttercream, covered in fondant.  Southern yellow cupcakes, chocolate cupcakes iced in vanilla buttercream,4
 inspired by pink cake boxchocolate cake with buttercream, covered in fondant.  Southern yellow cupcakes, chocolate cupcakes iced in vanilla buttercream,4
 Groom's cake table...3 dozen mini cupcakes in butter white with coordinating colors for the celebration.,5
 facts no #443:Don't you know its hard to eat a soup in the sub ocean floor,3
 Small white cake with bc and fondant accents. Accompanied by decorated cupcakes,8
 An easy chicken and corn soup, with just under five ingredients, including water,4
 The cake was a bunch of cupcakes in the shape of a butterfly - I forgot to take a picture of it.,3
 last breakfast in Pundakit: fish soup, itlog [eggs], + fried white rice,2
 Chocolate mudcake butterfly cake covered in Fondant icing with 100 vanilla cupcakes (75 displayed and 25 in the kitchen),9
 christmas 2009 in the kitchen while we were making cupcakes with her new girl gourmet cupcake maker,1
 The car dealership brought in the icecream truck so everybody could have desert,9
 the clear liquid in the bowl is soup made from boiled yak bones, and the pink stuff is &amp;quot;carrots&amp;quot;,4
 Hi hat cupcakes - red velvet cupcake with green italian meringue dipped in semi-sweet chocolate.Halloween cupcake order for 5 doz cupcakes,7
 Hi hat cupcakes - red velvet cupcake with green italian meringue dipped in semi-sweet chocolate.Halloween cupcake order for 5 doz cupcakes,7
 Lemon Meringue cupcakes baked in white foil baking cups wrapped with bird theme cupcake wrappers.,0
 sneaking a peek at my dinner tonight noodles, garlic chicken + kastanje mushrooms in a spicy coconut soup base :),0
 wang bu liu xing /  creeping figuse fruit as tonic in soup with green papaya to produce breast milk,0
 White fish cake (with seaweed and edamame and carrots), in a mushroom and chrysanthenum soup, topped with citrus pepper paste,6
 bear bathing in a green soup,7
 @ Saegreifinn (Sea Baron) - a tiny fish shack in the harbor.  Lobster soup, the house specialty lived up the hype.,0
 This was Trish's favorite meal.  It was a soup with chicken marrinated in red wine.,1
 blue moon cupcakes made with blue moon beer in both the frosting and cake (along with orange zest and coriander),0
 Powered chicken soup in the kitchen area.,7
 Lemon Meringue cupcakes baked in white foil baking cups wrapped with bird theme cupcake wrappers.,0
 Vanilla cupcakes in pink dotty cases (squires) and topped with pink frosting and pink and white butterflies.,0
 Lunch today was chicken pizza and vegetable soup from Village Pasta in Cole Habour.,9
 The bike with airballoon and a boy enjoying his icecream at Roemer in Frankfurt a.M. Germany.,8
 Pictures of the couple and the &amp;quot;Now and Forever&amp;quot; sign set up near the cake and cupcakes.,7
 A girl reading her book on her break in an icecream shop in Dublin Italian Quarter,0
 Out door hotspring. You can totally see ball soup from a window in the building.,4
 This is a butterfly cake with bubblebee cupcakes swarming all around it.,4
 Grandma made the cake and the lion cupcakes were created by Mommy and Grandma,0
 Proper tomato and lentil soup in a proper bowl on a proper plate on a table with a proper cloth.,0
 Regular and mini cupcakes in polka dot cases, decorated with a swirl of buttercream and flower and butterflies in 3 shades of pink,0
 Green bean, red bean, grass jelly, and clear white jelly in a sweet soup.,4
 my cousins wedding cake in june. top tier fruit then the cupcakes are carrot cake and lemon cake.,1
 chocolate &amp;amp; yellow cake cupcakes made by tinzers and me..,7
 red velvet and chocolate chocolate.The chocolate cupcakes are slightly short for the box inserts which results in frosting casualties.,0
 Selection of swirly buttercream cupcakes finished in white and pink buttercream decorated with multo coloured degree balls and pink stars,8
 fish ball noodle soup in Holland Village, block 46.,6
 Looking through the window at the cupcakes. The guy in the hat is the cupcake &amp;quot;bouncer.&amp;quot;,6
 Vanilla cupcakes with buttercream icing and pearlized pink, silver and blue sprinkles sitting in brown folded muffin cups.,9
 At their house in Papamoa, a nice warm/clean bed and yummy soup! thank you.,3
 Lunch! Leftover chicken thighs cooked in cream of mushroom soup, smothered over white rice. Delicious.,7
 cupcakes for boys and girls in blue and pink,7
 Duo baby cupcakes in box - for door gift,5
 Buttery poundcake cupcakes with whipped vanilla bean butter cream and fondant hearts in shades of blue and green,9
 Final ingredients for the soup: cooked chicken breast, cilantro, lime zest, cornmeal dissolved in water,8
 Made in planet cake cupcakes book lauch, Had lots of fun!,4
 Lien made a great dinner, steamed Basa fish in soya sauce, chicken and egg drop soup, rice and cucumber. Yummy!,7
 Inspired in Cinnabon cupcakes: vanilla cake filled with cinnamon and brown sugar, topped with cream cheese frosting and cinnamon caramel.,0
 18 cupcakes covered in chocolate icing outlined in blue icing and simply decorated with pink flowers,4
 Honest to God matzo ball soup in China! Yes, that's a chicken foot.,8
 unfortunately, the cupcakes were destroyed in the car ride to her house,3
 weekend specials: vegetarian Italian wedding soup, Viet salad, burritos, rice ball in Matcha green tea broth..,7
 This was the stock soup they made from the bonito. Popped in a fish cake there.,8
 cupcakes made by Daddy - brown bear, fish, panda bear and turtle,7
 Beach cupcakes - graham bears decorated with royal icing swim suits and sunglasses.  Graham bear buried in sand,9
 Oh Boy!  Chocolate beach themed baby shower cupcakes - baby feet in the sand,5
 Cath Kidston inspired retro rose cupcakes in elegant blue and vintage red theme, designed by Bakey Bakey.,4
 Enjoying a bowl of fish soup, in a traditional Sami Lavuu,8
 Raspberry white choc and white choc mud cupcakes with silver cachous, and fresh flower topper (provided by bride),6
 Didn't fancy any of soups on offer today so it's a Thai green curry in a box day.,4
 Pink lemonade cupcakes with red and blue flowers; s'mores cupcakes with chocolate clay flowers.  Invitations by Erin Bardar.,8
 Pink lemonade cupcakes with red and blue flowers; s'mores cupcakes with chocolate clay flowers.  Invitations by Erin Bardar.,8
 Vanilla sponge with vanilla buttercream frosting cupcakes in pink with white polka dot cupcake cases.Swindon May 2010.,7
 Box of 9 boy baby cupcakes with homemade decorations in blue sugar/flower paste,5
 What I've been waiting over two years for... a real HK fish ball noodle soup!,0
 7 dozen red velvet mini cupcakes with marshmallow fondant gerbera toppers in red, orange, yellow turquoise, and lime green.,6
 Amazing pirate boy cake and cupcakes by Michele,4
 Had to cross over to the darkside to pull that mountain range out of highlight soup.,0
 Carrot cake cupcakes with green and black (dark chocolate) toppers to work in the wedding colors.,2
 takes out icecream cup & looks to see what else is in bag,9
 Sketch of a red and white clutch in oil cloth with a gold button closure. The back says &amp;quot;soup&amp;quot;,4
 I use my 580 EXII with a white umbrella in the floor next to the icecream,9
 Raspberry white choc and white choc mud cupcakes with silver cachous, and fresh flower topper (provided by bride),6
 A fishermans birthday!  Fish cake and matching cupcakes.  BC icing, fondant accents, and gummy worms!  RKT fish covered in fondant,0
 eighty cupcakes in total. Cupcakes were caramel white chocolate cake with buttercream frosting,7
 A typical street food stand in Vietnam - This woman is serving fish and jelly-fish rice noodle soup,9
 sugar free black raspberry and dark chocolate icecream bar by Blue Bunny. they're good. but they've got rules.,1
 The guy in green puts fish soup into cups. Later, the moti cakes will be inserted there.,7
 vanilla cupcakes decorated with buttercream in lime, pink and white topped with butterflies and flowers.,9
 pink ribbon cupcakes in box,7
 Made in planet cake cupcakes book lauch, Had lots of fun!,4
 Vanilla cupcakes in spring pink dotty cases (squires) topped with pink frosting and butterflies with little flower details on their wings.,6
 The brown of the dress against the green of the background makes me hungry for mint-choc-chip icecream,3
 Cupcake tower with 55 regular sized vanilla cupcakes in black cases.Decorated with vanilla buttercream, and topped alternating silver and black stars and &amp;quot;21&amp;quot;.,1
 24 cupcakes covered in buttercream icing airbrushed yellow/green with pink and purple roses, green vines and a flying tinkerbell topper,2
 Apple cake with white chocolate mousse on top, and marinated blood mandarin(and caramel icecream in the background),2
 Taiwan's &amp;quot;lo mei&amp;quot;After selecting the ingredients into the soup in the pot with heatingUbiquitous snack street,7
 Squash soup, chicken mayo onigiri (rice ball wrapped in nori, seaweed), pineapple tea. Tasty but a bit boring.,0
 The lady who sells chicken soup on a street corner off Yanji Street in Taipei.,4
 The stained glass windows inside St. Vincent de Paul's soup kitchen in downtown Louisville.,9
 Broccoli and cheddar soup in a bread bowl = win.Taken: my desk at Emory ~ 2:35pm,4
 Classic yellow cake cupcakes with  pink and brown sparkles, sprinkles, dots and swirls. for the girly-girl in all of us!,7
